ENSG00000204954
ENSG00000042980
ENSG00000169035
ENSG00000214510
ENSG00000049540
ENSG00000109625
ENSG00000118292
ENSG00000124102
ENSG00000137801
ENSG00000146197
ENSG00000154734
ENSG00000160886
ENSG00000163661
ENSG00000187122
ENSG00000189058
ENSG00000198732
ENSG00000204970
ENSG00000087116
ENSG00000188153
ENSG00000006210
ENSG00000008516
ENSG00000065361
ENSG00000087303
ENSG00000102755
ENSG00000134352
ENSG00000140092
ENSG00000143217
ENSG00000148848
ENSG00000163520
ENSG00000166033
ENSG00000177575
ENSG00000184371
ENSG00000185499
ENSG00000118257
ENSG00000163218
ENSG00000131015
ENSG00000128606
ENSG00000215183
ENSG00000106624
ENSG00000008438
ENSG00000146674
ENSG00000167244
ENSG00000111799
ENSG00000118137
ENSG00000137558
ENSG00000172037
ENSG00000169436
ENSG00000010438
ENSG00000168615
ENSG00000169031
ENSG00000204983
ENSG00000275896
ENSG00000106927
ENSG00000123999
ENSG00000228278
ENSG00000229314
ENSG00000164816
ENSG00000182575
ENSG00000156466
ENSG00000187630
ENSG00000241404
ENSG00000164733
ENSG00000124479
ENSG00000101144
ENSG00000178522
ENSG00000049089
ENSG00000075213
ENSG00000129538
ENSG00000134245
ENSG00000144815
ENSG00000151327
ENSG00000162078
ENSG00000164291
ENSG00000170381
ENSG00000000971
ENSG00000038295
ENSG00000038427
ENSG00000054938
ENSG00000055955
ENSG00000055957
ENSG00000087245
ENSG00000088926
ENSG00000090512
ENSG00000099937
ENSG00000100311
ENSG00000100336
ENSG00000102109
ENSG00000104901
ENSG00000105989
ENSG00000108379
ENSG00000110244
ENSG00000110492
ENSG00000111186
ENSG00000113140
ENSG00000113296
ENSG00000117525
ENSG00000119699
ENSG00000120211
ENSG00000124882
ENSG00000124939
ENSG00000125851
ENSG00000126759
ENSG00000129455
ENSG00000130203
ENSG00000130635
ENSG00000130702
ENSG00000134363
ENSG00000135414
ENSG00000136244
ENSG00000137261
ENSG00000138131
ENSG00000143196
ENSG00000143367
ENSG00000145040
ENSG00000148357
ENSG00000149735
ENSG00000152377
ENSG00000152580
ENSG00000154342
ENSG00000154589
ENSG00000154975
ENSG00000159640
ENSG00000159674
ENSG00000160323
ENSG00000160862
ENSG00000160963
ENSG00000162552
ENSG00000163145
ENSG00000163235
ENSG00000163638
ENSG00000164764
ENSG00000166863
ENSG00000167536
ENSG00000168621
ENSG00000169218
ENSG00000169231
ENSG00000169551
ENSG00000170458
ENSG00000170498
ENSG00000170801
ENSG00000171236
ENSG00000172382
ENSG00000173269
ENSG00000178031
ENSG00000182327
ENSG00000182700
ENSG00000183844
ENSG00000184163
ENSG00000184613
ENSG00000185652
ENSG00000187955
ENSG00000189001
ENSG00000189068
ENSG00000196611
ENSG00000196878
ENSG00000197859
ENSG00000203722
ENSG00000217555
ENSG00000226124
ENSG00000234465
ENSG00000239697
ENSG00000244414
ENSG00000257017
ENSG00000261701
ENSG00000266524
ENSG00000050165
ENSG00000100473
ENSG00000101440
ENSG00000104112
ENSG00000109956
ENSG00000116774
ENSG00000117983
ENSG00000118733
ENSG00000125845
ENSG00000133636
ENSG00000133710
ENSG00000134871
ENSG00000136250
ENSG00000136378
ENSG00000136999
ENSG00000139269
ENSG00000144649
ENSG00000144810
ENSG00000145681
ENSG00000149968
ENSG00000156218
ENSG00000164400
ENSG00000167733
ENSG00000172232
ENSG00000173376
ENSG00000175445
ENSG00000185737
ENSG00000197249
ENSG00000213918
ENSG00000241186
ENSG00000107863
ENSG00000102981
ENSG00000119004
ENSG00000127603
ENSG00000136261
ENSG00000196924
ENSG00000172260
ENSG00000115641
ENSG00000120913
ENSG00000196923
ENSG00000197702
ENSG00000072110
ENSG00000169432
ENSG00000206557
ENSG00000005471
ENSG00000198198
ENSG00000118407
ENSG00000162733
ENSG00000169857
ENSG00000168334
ENSG00000077157
ENSG00000093167
ENSG00000155816
ENSG00000173530
ENSG00000185800
ENSG00000113758
ENSG00000129116
ENSG00000162614
ENSG00000050405
ENSG00000100345
ENSG00000120217
ENSG00000122786
ENSG00000137216
ENSG00000162572
ENSG00000163171
ENSG00000172602
ENSG00000172403
ENSG00000235034
ENSG00000170791
ENSG00000008277
ENSG00000020577
ENSG00000066405
ENSG00000082438
ENSG00000112304
ENSG00000114019
ENSG00000117155
ENSG00000130720
ENSG00000131080
ENSG00000132549
ENSG00000139908
ENSG00000143951
ENSG00000148120
ENSG00000149573
ENSG00000160410
ENSG00000162769
ENSG00000166225
ENSG00000169213
ENSG00000174292
ENSG00000174502
ENSG00000177000
ENSG00000179241
ENSG00000184857
ENSG00000196155
ENSG00000203909
ENSG00000227729
ENSG00000255398
ENSG00000277363
ENSG00000136381
ENSG00000170464
ENSG00000241685
ENSG00000284292
ENSG00000144847
ENSG00000153485
ENSG00000139974
ENSG00000180917
ENSG00000185033
ENSG00000204131
ENSG00000143850
ENSG00000008323
ENSG00000013297
ENSG00000175707
ENSG00000171700
ENSG00000151276
ENSG00000155744
ENSG00000223865
ENSG00000213937
ENSG00000046604
ENSG00000057294
ENSG00000072201
ENSG00000079112
ENSG00000081026
ENSG00000088756
ENSG00000096696
ENSG00000101187
ENSG00000104067
ENSG00000115616
ENSG00000116117
ENSG00000121742
ENSG00000126016
ENSG00000128849
ENSG00000130545
ENSG00000132849
ENSG00000133460
ENSG00000133961
ENSG00000144283
ENSG00000149300
ENSG00000149927
ENSG00000150054
ENSG00000151208
ENSG00000152894
ENSG00000152939
ENSG00000154274
ENSG00000162692
ENSG00000165215
ENSG00000180336
ENSG00000182782
ENSG00000182985
ENSG00000184363
ENSG00000188158
ENSG00000189433
ENSG00000197622
ENSG00000100139
ENSG00000131389
ENSG00000140025
ENSG00000138640
ENSG00000000003
ENSG00000132698
ENSG00000143514
ENSG00000189334
ENSG00000109016
ENSG00000111907
ENSG00000151967
ENSG00000153233
ENSG00000162704
ENSG00000162458
ENSG00000172803
ENSG00000125753
ENSG00000196338
ENSG00000115665
ENSG00000134769
ENSG00000171757
ENSG00000178585
ENSG00000152315
ENSG00000130202
ENSG00000205476
ENSG00000125798
ENSG00000134574
ENSG00000130856
ENSG00000159147
ENSG00000169862
ENSG00000162062
ENSG00000198597
ENSG00000204580
ENSG00000225968
ENSG00000187800
ENSG00000156299
ENSG00000164038
ENSG00000165376
ENSG00000015413
ENSG00000105289
ENSG00000115221
ENSG00000156453
ENSG00000166689
ENSG00000134853
ENSG00000285130
ENSG00000076650
ENSG00000085365
ENSG00000146950
ENSG00000114770
ENSG00000123159
ENSG00000159884
ENSG00000174059
ENSG00000102890
ENSG00000106078
ENSG00000117114
ENSG00000131951
ENSG00000174015
ENSG00000123496
ENSG00000159023
ENSG00000142627
ENSG00000119139
ENSG00000137975
ENSG00000162522
ENSG00000180900
ENSG00000173801
ENSG00000039068
ENSG00000044115
ENSG00000071127
ENSG00000082397
ENSG00000099889
ENSG00000112276
ENSG00000113361
ENSG00000130396
ENSG00000130669
ENSG00000132470
ENSG00000134762
ENSG00000140575
ENSG00000142484
ENSG00000143375
ENSG00000148498
ENSG00000154639
ENSG00000155380
ENSG00000162065
ENSG00000169851
ENSG00000170379
ENSG00000170558
ENSG00000197122
ENSG00000197822
ENSG00000283528
ENSG00000163788
ENSG00000249158
ENSG00000129353
ENSG00000165757
ENSG00000152661
ENSG00000112394
ENSG00000188910
ENSG00000197535
ENSG00000135636
ENSG00000128567
ENSG00000138180
ENSG00000126391
ENSG00000184293
ENSG00000117153
ENSG00000124104
ENSG00000139998
ENSG00000185236
ENSG00000090565
ENSG00000138311
ENSG00000103769
ENSG00000135631
ENSG00000196187
ENSG00000139437
ENSG00000119979
ENSG00000153317
ENSG00000165917
ENSG00000213397
ENSG00000161202
ENSG00000151849
ENSG00000058453
ENSG00000175216
ENSG00000184939
ENSG00000204618
ENSG00000165646
ENSG00000112984
ENSG00000198901
ENSG00000099910
ENSG00000115266
ENSG00000089335
ENSG00000103811
ENSG00000160223
ENSG00000277117
ENSG00000095585
ENSG00000154928
ENSG00000135269
ENSG00000206052
ENSG00000232434
ENSG00000100325
ENSG00000108262
ENSG00000122367
ENSG00000137076
ENSG00000138448
ENSG00000145012
ENSG00000171914
ENSG00000077454
ENSG00000187479
ENSG00000087077
ENSG00000154380
ENSG00000152219
ENSG00000185963
ENSG00000144645
ENSG00000180773
ENSG00000130303
ENSG00000152465
ENSG00000074964
ENSG00000022556
ENSG00000129083
ENSG00000137145
ENSG00000167642
ENSG00000047849
ENSG00000179178
ENSG00000077063
ENSG00000127720
ENSG00000184470
ENSG00000164040
ENSG00000196990
ENSG00000044524
ENSG00000100266
ENSG00000132623
ENSG00000186812
ENSG00000023516
ENSG00000182263
ENSG00000170180
ENSG00000066735
ENSG00000082258
ENSG00000136878
ENSG00000139163
ENSG00000145860
ENSG00000160471
ENSG00000167395
ENSG00000170909
ENSG00000003402
ENSG00000117143
ENSG00000154493
ENSG00000095383
ENSG00000112218
ENSG00000172531
ENSG00000073734
ENSG00000110075
ENSG00000114857
ENSG00000124767
ENSG00000131188
ENSG00000135040
ENSG00000139620
ENSG00000142168
ENSG00000150676
ENSG00000175806
ENSG00000177485
ENSG00000180667
ENSG00000198626
ENSG00000214050
ENSG00000205542
ENSG00000009844
ENSG00000105221
ENSG00000075826
ENSG00000169116
ENSG00000178896
ENSG00000075673
ENSG00000099337
ENSG00000136167
ENSG00000139508
ENSG00000164294
ENSG00000186479
ENSG00000111344
ENSG00000186501
ENSG00000105559
ENSG00000070778
ENSG00000101782
ENSG00000126822
ENSG00000144744
ENSG00000137936
ENSG00000154359
ENSG00000180891
ENSG00000124143
ENSG00000166938
ENSG00000063660
ENSG00000081923
ENSG00000111981
ENSG00000119899
ENSG00000146072
ENSG00000160654
ENSG00000173698
ENSG00000183763
ENSG00000198835
ENSG00000242173
ENSG00000258227
ENSG00000071203
ENSG00000183397
ENSG00000057019
ENSG00000076984
ENSG00000112305
ENSG00000178922
ENSG00000085733
ENSG00000204138
ENSG00000152527
ENSG00000139626
ENSG00000146376
ENSG00000154099
ENSG00000109458
ENSG00000148935
ENSG00000110811
ENSG00000138442
ENSG00000153904
ENSG00000144868
ENSG00000124780
ENSG00000015676
ENSG00000102996
ENSG00000103042
ENSG00000104907
ENSG00000123130
ENSG00000153064
ENSG00000153896
ENSG00000159733
ENSG00000165655
ENSG00000167548
ENSG00000169515
ENSG00000179021
ENSG00000179455
ENSG00000186716
ENSG00000188026
ENSG00000196914
ENSG00000204687
ENSG00000221890
ENSG00000241839
ENSG00000275111
ENSG00000004809
ENSG00000006327
ENSG00000006652
ENSG00000011021
ENSG00000050820
ENSG00000053524
ENSG00000065613
ENSG00000066248
ENSG00000066279
ENSG00000075089
ENSG00000075461
ENSG00000078018
ENSG00000078902
ENSG00000078967
ENSG00000089220
ENSG00000090339
ENSG00000095203
ENSG00000100302
ENSG00000100592
ENSG00000102302
ENSG00000103852
ENSG00000105492
ENSG00000105639
ENSG00000105855
ENSG00000105887
ENSG00000106771
ENSG00000106789
ENSG00000108018
ENSG00000110841
ENSG00000113068
ENSG00000113763
ENSG00000115758
ENSG00000119946
ENSG00000122121
ENSG00000123473
ENSG00000124098
ENSG00000125386
ENSG00000127947
ENSG00000128039
ENSG00000131508
ENSG00000134265
ENSG00000135537
ENSG00000137713
ENSG00000137841
ENSG00000138100
ENSG00000138639
ENSG00000140403
ENSG00000141750
ENSG00000141977
ENSG00000143674
ENSG00000144045
ENSG00000144451
ENSG00000144644
ENSG00000145390
ENSG00000149489
ENSG00000149599
ENSG00000150401
ENSG00000150433
ENSG00000150456
ENSG00000152954
ENSG00000154358
ENSG00000154864
ENSG00000155749
ENSG00000157423
ENSG00000157693
ENSG00000158234
ENSG00000161010
ENSG00000161395
ENSG00000162739
ENSG00000162757
ENSG00000163257
ENSG00000163468
ENSG00000164411
ENSG00000165185
ENSG00000165490
ENSG00000167962
ENSG00000168101
ENSG00000168612
ENSG00000169439
ENSG00000169704
ENSG00000170873
ENSG00000173137
ENSG00000173334
ENSG00000173838
ENSG00000176406
ENSG00000178372
ENSG00000179046
ENSG00000179148
ENSG00000181378
ENSG00000181381
ENSG00000182676
ENSG00000183137
ENSG00000185437
ENSG00000185798
ENSG00000186439
ENSG00000186665
ENSG00000187758
ENSG00000188386
ENSG00000189157
ENSG00000196616
ENSG00000196850
ENSG00000197826
ENSG00000203666
ENSG00000204946
ENSG00000214655
ENSG00000221823
ENSG00000244694
ENSG00000251664
ENSG00000121101
ENSG00000128585
ENSG00000165025
ENSG00000171798
ENSG00000002834
ENSG00000130560
ENSG00000174996
ENSG00000111640
ENSG00000221829
ENSG00000132024
ENSG00000092621
ENSG00000118518
ENSG00000138434
ENSG00000108602
ENSG00000063245
ENSG00000033122
ENSG00000102024
ENSG00000103494
ENSG00000105963
ENSG00000108599
ENSG00000110514
ENSG00000111142
ENSG00000111785
ENSG00000117592
ENSG00000118873
ENSG00000124226
ENSG00000130638
ENSG00000130787
ENSG00000135842
ENSG00000140854
ENSG00000153179
ENSG00000160049
ENSG00000160688
ENSG00000165694
ENSG00000173221
ENSG00000188559
ENSG00000196344
ENSG00000198331
ENSG00000256061
ENSG00000185046
ENSG00000103257
ENSG00000001629
ENSG00000007080
ENSG00000009307
ENSG00000010671
ENSG00000050327
ENSG00000051108
ENSG00000051825
ENSG00000067560
ENSG00000069943
ENSG00000072401
ENSG00000074800
ENSG00000076351
ENSG00000076928
ENSG00000077420
ENSG00000081320
ENSG00000081818
ENSG00000087191
ENSG00000100504
ENSG00000101557
ENSG00000103522
ENSG00000104133
ENSG00000106211
ENSG00000107185
ENSG00000107816
ENSG00000108515
ENSG00000109332
ENSG00000109756
ENSG00000109846
ENSG00000111674
ENSG00000112210
ENSG00000113263
ENSG00000114127
ENSG00000114316
ENSG00000119685
ENSG00000120899
ENSG00000122188
ENSG00000122591
ENSG00000124942
ENSG00000125864
ENSG00000128591
ENSG00000130340
ENSG00000130957
ENSG00000131016
ENSG00000131379
ENSG00000131473
ENSG00000132294
ENSG00000133392
ENSG00000133401
ENSG00000135315
ENSG00000135577
ENSG00000136536
ENSG00000136830
ENSG00000137055
ENSG00000137275
ENSG00000138449
ENSG00000138678
ENSG00000140993
ENSG00000141738
ENSG00000143398
ENSG00000143545
ENSG00000144824
ENSG00000144848
ENSG00000145555
ENSG00000147394
ENSG00000148426
ENSG00000149269
ENSG00000151790
ENSG00000151929
ENSG00000153066
ENSG00000155659
ENSG00000155962
ENSG00000156983
ENSG00000158023
ENSG00000158092
ENSG00000160401
ENSG00000164300
ENSG00000165219
ENSG00000165283
ENSG00000165801
ENSG00000166004
ENSG00000166965
ENSG00000167658
ENSG00000167676
ENSG00000167914
ENSG00000168028
ENSG00000168781
ENSG00000169032
ENSG00000169129
ENSG00000169710
ENSG00000169758
ENSG00000170819
ENSG00000172239
ENSG00000172725
ENSG00000175063
ENSG00000175866
ENSG00000176105
ENSG00000176170
ENSG00000176390
ENSG00000176920
ENSG00000177106
ENSG00000177119
ENSG00000178075
ENSG00000179593
ENSG00000180353
ENSG00000180423
ENSG00000182318
ENSG00000182795
ENSG00000186462
ENSG00000197563
ENSG00000197956
ENSG00000206053
ENSG00000248144
ENSG00000257008
ENSG00000268465
ENSG00000272414
ENSG00000128683
ENSG00000130363
ENSG00000135597
ENSG00000160284
ENSG00000253910
ENSG00000108523
ENSG00000013293
ENSG00000103653
ENSG00000107798
ENSG00000135317
ENSG00000138674
ENSG00000145016
ENSG00000188517
ENSG00000119522
ENSG00000183354
ENSG00000197943
ENSG00000204388
ENSG00000005448
ENSG00000062282
ENSG00000067177
ENSG00000068400
ENSG00000076258
ENSG00000091039
ENSG00000100626
ENSG00000101842
ENSG00000103415
ENSG00000105339
ENSG00000118231
ENSG00000119729
ENSG00000119915
ENSG00000138944
ENSG00000140199
ENSG00000144306
ENSG00000145626
ENSG00000158109
ENSG00000163254
ENSG00000165181
ENSG00000165879
ENSG00000168591
ENSG00000174165
ENSG00000176244
ENSG00000182187
ENSG00000184349
ENSG00000185532
ENSG00000185753
ENSG00000187144
ENSG00000196405
ENSG00000198400
ENSG00000198793
ENSG00000204237
ENSG00000237515
ENSG00000176783
ENSG00000144648
ENSG00000108591
ENSG00000114573
ENSG00000062194
ENSG00000006062
ENSG00000011198
ENSG00000100239
ENSG00000110921
ENSG00000111237
ENSG00000124126
ENSG00000151065
ENSG00000167515
ENSG00000180190
ENSG00000003147
ENSG00000011485
ENSG00000039319
ENSG00000070785
ENSG00000085832
ENSG00000089006
ENSG00000090487
ENSG00000095066
ENSG00000104549
ENSG00000106125
ENSG00000117280
ENSG00000130429
ENSG00000143155
ENSG00000157077
ENSG00000161011
ENSG00000163106
ENSG00000166347
ENSG00000168582
ENSG00000177548
ENSG00000178467
ENSG00000181585
ENSG00000196743
ENSG00000216490
ENSG00000104635
ENSG00000171984
ENSG00000145817
ENSG00000120341
ENSG00000161944
ENSG00000198851
ENSG00000176915
ENSG00000023171
ENSG00000244255
ENSG00000147202
ENSG00000121073
ENSG00000066583
ENSG00000124466
ENSG00000147003
ENSG00000171759
ENSG00000196459
ENSG00000256060
ENSG00000141696
ENSG00000072682
ENSG00000141367
ENSG00000122705
ENSG00000047365
ENSG00000187609
ENSG00000159840
ENSG00000089159
ENSG00000140682
ENSG00000127252
ENSG00000011114
ENSG00000089820
ENSG00000091428
ENSG00000101134
ENSG00000106018
ENSG00000126246
ENSG00000138472
ENSG00000161664
ENSG00000163633
ENSG00000165685
ENSG00000169684
ENSG00000183067
ENSG00000188611
ENSG00000204147
ENSG00000205670
ENSG00000273590
ENSG00000285458
ENSG00000100156
ENSG00000182472
ENSG00000158352
ENSG00000052723
ENSG00000121769
ENSG00000169398
ENSG00000035403
ENSG00000069018
ENSG00000072163
ENSG00000073712
ENSG00000079308
ENSG00000095637
ENSG00000110031
ENSG00000128463
ENSG00000132613
ENSG00000136205
ENSG00000164520
ENSG00000169228
ENSG00000174799
ENSG00000148384
ENSG00000160062
ENSG00000143164
ENSG00000144791
ENSG00000163110
ENSG00000040608
ENSG00000150093
ENSG00000168955
ENSG00000119718
ENSG00000064270
ENSG00000075391
ENSG00000103647
ENSG00000162639
ENSG00000259132
ENSG00000092036
ENSG00000099812
ENSG00000166333
ENSG00000131966
ENSG00000116525
ENSG00000140688
ENSG00000188313
ENSG00000163263
ENSG00000090905
ENSG00000101082
ENSG00000143344
ENSG00000162761
ENSG00000164741
ENSG00000167625
ENSG00000167632
ENSG00000175137
ENSG00000196437
ENSG00000117758
ENSG00000198056
ENSG00000169519
ENSG00000139211
ENSG00000041353
ENSG00000110881
ENSG00000168807
ENSG00000170681
ENSG00000105290
ENSG00000172159
ENSG00000204516
ENSG00000101384
ENSG00000118640
ENSG00000149970
ENSG00000163755
ENSG00000101152
ENSG00000126264
ENSG00000136152
ENSG00000058799
ENSG00000064687
ENSG00000100292
ENSG00000129910
ENSG00000166710
ENSG00000171365
ENSG00000254087
ENSG00000105227
ENSG00000149150
ENSG00000183723
ENSG00000161791
ENSG00000158270
ENSG00000141252
ENSG00000186532
ENSG00000158485
ENSG00000196218
ENSG00000035664
ENSG00000090674
ENSG00000129226
ENSG00000135047
ENSG00000176978
ENSG00000227500
ENSG00000100744
ENSG00000181045
ENSG00000007541
ENSG00000132122
ENSG00000182118
ENSG00000183475
ENSG00000068697
ENSG00000128596
ENSG00000083750
ENSG00000105135
ENSG00000107890
ENSG00000111261
ENSG00000114902
ENSG00000120820
ENSG00000130035
ENSG00000135205
ENSG00000149582
ENSG00000149823
ENSG00000152092
ENSG00000153214
ENSG00000155876
ENSG00000160256
ENSG00000165724
ENSG00000166091
ENSG00000167535
ENSG00000168421
ENSG00000168778
ENSG00000173626
ENSG00000183098
ENSG00000184014
ENSG00000188859
ENSG00000196544
ENSG00000196814
ENSG00000241644
ENSG00000250423
ENSG00000132405
ENSG00000164144
ENSG00000117411
ENSG00000033627
ENSG00000075884
ENSG00000085063
ENSG00000087502
ENSG00000100083
ENSG00000100568
ENSG00000101199
ENSG00000106367
ENSG00000108576
ENSG00000113384
ENSG00000115760
ENSG00000131238
ENSG00000136156
ENSG00000136352
ENSG00000139832
ENSG00000140497
ENSG00000151532
ENSG00000156171
ENSG00000160179
ENSG00000162669
ENSG00000166783
ENSG00000173705
ENSG00000174851
ENSG00000179144
ENSG00000179889
ENSG00000182287
ENSG00000186908
ENSG00000187730
ENSG00000197081
ENSG00000198246
ENSG00000284969
ENSG00000100065
ENSG00000040531
ENSG00000075568
ENSG00000188324
ENSG00000112367
ENSG00000006756
ENSG00000102763
ENSG00000124313
ENSG00000213424
ENSG00000095539
ENSG00000214456
ENSG00000136100
ENSG00000141564
ENSG00000100124
ENSG00000179133
ENSG00000204175
ENSG00000181826
ENSG00000162849
ENSG00000139734
ENSG00000126970
ENSG00000198576
ENSG00000085465
ENSG00000197694
ENSG00000172361
ENSG00000213822
ENSG00000260914
ENSG00000132612
ENSG00000174483
ENSG00000256349
ENSG00000128059
ENSG00000163395
ENSG00000243156
ENSG00000134152
ENSG00000204406
ENSG00000255112
ENSG00000090889
ENSG00000226650
ENSG00000101638
ENSG00000147650
ENSG00000005059
ENSG00000152229
ENSG00000082781
ENSG00000198015
ENSG00000132825
ENSG00000112977
ENSG00000081479
ENSG00000125434
ENSG00000151640
ENSG00000148339
ENSG00000129048
ENSG00000120699
ENSG00000188175
ENSG00000080345
ENSG00000173166
ENSG00000154654
ENSG00000187753
ENSG00000099282
ENSG00000144857
ENSG00000197879
ENSG00000124091
ENSG00000146842
ENSG00000103502
ENSG00000129646
ENSG00000203697
ENSG00000172935
ENSG00000189182
ENSG00000159618
ENSG00000188171
ENSG00000135835
ENSG00000153165
ENSG00000169508
ENSG00000173557
ENSG00000185304
ENSG00000187627
ENSG00000255245
ENSG00000015568
ENSG00000136827
ENSG00000169629
ENSG00000183054
ENSG00000196862
ENSG00000074706
ENSG00000143793
ENSG00000164889
ENSG00000102385
ENSG00000186472
ENSG00000112851
ENSG00000131183
ENSG00000204116
ENSG00000117174
ENSG00000165626
ENSG00000055211
ENSG00000189283
ENSG00000113615
ENSG00000164674
ENSG00000177380
ENSG00000144711
ENSG00000128512
ENSG00000125257
ENSG00000141428
ENSG00000171501
ENSG00000135049
ENSG00000177946
ENSG00000103126
ENSG00000168269
ENSG00000172336
ENSG00000198042
ENSG00000100167
ENSG00000164885
ENSG00000155066
ENSG00000173210
ENSG00000119636
ENSG00000145868
ENSG00000122435
ENSG00000143434
ENSG00000204967
ENSG00000141293
ENSG00000157483
ENSG00000168439
ENSG00000187775
ENSG00000275832
ENSG00000186635
ENSG00000139438
ENSG00000085563
ENSG00000138386
ENSG00000110435
ENSG00000144285
ENSG00000172733
ENSG00000105122
ENSG00000130529
ENSG00000145246
ENSG00000167461
ENSG00000183023
ENSG00000072786
ENSG00000079482
ENSG00000081277
ENSG00000081386
ENSG00000090932
ENSG00000091947
ENSG00000113597
ENSG00000119986
ENSG00000129292
ENSG00000139625
ENSG00000141622
ENSG00000142149
ENSG00000151917
ENSG00000157181
ENSG00000157343
ENSG00000168899
ENSG00000169991
ENSG00000178878
ENSG00000180251
ENSG00000189350
ENSG00000204128
ENSG00000215421
ENSG00000251322
ENSG00000158201
ENSG00000130783
ENSG00000187010
ENSG00000188803
ENSG00000197114
ENSG00000173391
ENSG00000005206
ENSG00000056736
ENSG00000064300
ENSG00000065833
ENSG00000067141
ENSG00000077721
ENSG00000080709
ENSG00000099864
ENSG00000102218
ENSG00000105383
ENSG00000116044
ENSG00000119048
ENSG00000127954
ENSG00000134250
ENSG00000144681
ENSG00000147099
ENSG00000148908
ENSG00000152818
ENSG00000165671
ENSG00000165702
ENSG00000168646
ENSG00000179029
ENSG00000182307
ENSG00000185043
ENSG00000188672
ENSG00000198910
ENSG00000214193
ENSG00000169490
ENSG00000153574
ENSG00000125531
ENSG00000204442
ENSG00000170145
ENSG00000128487
ENSG00000082996
ENSG00000048707
ENSG00000127948
ENSG00000137266
ENSG00000138347
ENSG00000155256
ENSG00000156011
ENSG00000174827
ENSG00000177051
ENSG00000182179
ENSG00000204389
ENSG00000205808
ENSG00000131748
ENSG00000143190
ENSG00000254470
ENSG00000126890
ENSG00000124587
ENSG00000174516
ENSG00000081189
ENSG00000103066
ENSG00000112357
ENSG00000141458
ENSG00000211448
ENSG00000038532
ENSG00000049769
ENSG00000050344
ENSG00000100934
ENSG00000101928
ENSG00000103248
ENSG00000105996
ENSG00000108370
ENSG00000110987
ENSG00000111644
ENSG00000112282
ENSG00000112679
ENSG00000113966
ENSG00000115307
ENSG00000116586
ENSG00000117472
ENSG00000117586
ENSG00000124507
ENSG00000125846
ENSG00000128534
ENSG00000131061
ENSG00000131737
ENSG00000136866
ENSG00000138802
ENSG00000140323
ENSG00000141219
ENSG00000146166
ENSG00000147119
ENSG00000149054
ENSG00000149418
ENSG00000150756
ENSG00000151923
ENSG00000154655
ENSG00000155111
ENSG00000156639
ENSG00000157212
ENSG00000162374
ENSG00000163125
ENSG00000163138
ENSG00000163219
ENSG00000165029
ENSG00000166192
ENSG00000166897
ENSG00000170160
ENSG00000170417
ENSG00000171405
ENSG00000180370
ENSG00000181513
ENSG00000185614
ENSG00000187634
ENSG00000187994
ENSG00000196123
ENSG00000196557
ENSG00000196584
ENSG00000197568
ENSG00000198929
ENSG00000220201
ENSG00000020633
ENSG00000025423
ENSG00000090661
